subject_code,target_i,target_j,template_i,template_j,di,dj,C0_x,C0_y,Cmid_x,Cmid_y,C20_x,C20_y,ray_count,shifted_curve,geometry_npz,debug_png,centers_txt
324,163,236,166,266,-3,-30,84,63,236,163,84,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_324.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/324/rotation_geometry_324.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/324/rotation_debug_324.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/324/rotation_centers_324.txt
327,156,215,166,266,-10,-51,63,56,215,156,63,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_327.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/327/rotation_geometry_327.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/327/rotation_debug_327.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/327/rotation_centers_327.txt
330,159,264,166,266,-7,-2,112,59,264,159,112,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_330.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/330/rotation_geometry_330.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/330/rotation_debug_330.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/330/rotation_centers_330.txt
331,163,236,166,266,-3,-30,84,63,236,163,84,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_331.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/331/rotation_geometry_331.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/331/rotation_debug_331.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/331/rotation_centers_331.txt
333,171,229,166,266,5,-37,77,71,229,171,77,270,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_333.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/333/rotation_geometry_333.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/333/rotation_debug_333.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/333/rotation_centers_333.txt
335,167,236,166,266,1,-30,84,67,236,167,84,266,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_335.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/335/rotation_geometry_335.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/335/rotation_debug_335.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/335/rotation_centers_335.txt
344,164,265,166,266,-2,-1,113,64,265,164,113,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_344.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/344/rotation_geometry_344.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/344/rotation_debug_344.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/344/rotation_centers_344.txt
346,167,230,166,266,1,-36,78,67,230,167,78,266,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_346.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/346/rotation_geometry_346.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/346/rotation_debug_346.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/346/rotation_centers_346.txt
347,167,260,166,266,1,-6,108,67,260,167,108,266,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_347.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/347/rotation_geometry_347.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/347/rotation_debug_347.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/347/rotation_centers_347.txt
349,148,229,166,266,-18,-37,77,48,229,148,77,247,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_349.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/349/rotation_geometry_349.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/349/rotation_debug_349.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/349/rotation_centers_349.txt
352,172,249,166,266,6,-17,97,72,249,172,97,271,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_352.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/352/rotation_geometry_352.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/352/rotation_debug_352.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/352/rotation_centers_352.txt
353,170,193,166,266,4,-73,41,70,193,170,41,269,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_353.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/353/rotation_geometry_353.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/353/rotation_debug_353.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/353/rotation_centers_353.txt
354,165,245,166,266,-1,-21,93,65,245,165,93,264,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_354.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/354/rotation_geometry_354.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/354/rotation_debug_354.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/354/rotation_centers_354.txt
364,157,232,166,266,-9,-34,80,57,232,157,80,256,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_364.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/364/rotation_geometry_364.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/364/rotation_debug_364.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/364/rotation_centers_364.txt
366,166,187,166,266,0,-79,35,66,187,166,35,265,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_366.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/366/rotation_geometry_366.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/366/rotation_debug_366.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/366/rotation_centers_366.txt
367,168,236,166,266,2,-30,84,68,236,168,84,267,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_367.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/367/rotation_geometry_367.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/367/rotation_debug_367.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/367/rotation_centers_367.txt
369,157,231,166,266,-9,-35,79,57,231,157,79,256,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_369.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/369/rotation_geometry_369.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/369/rotation_debug_369.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/369/rotation_centers_369.txt
375,158,234,166,266,-8,-32,82,58,234,158,82,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_375.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/375/rotation_geometry_375.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/375/rotation_debug_375.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/375/rotation_centers_375.txt
376,163,256,166,266,-3,-10,104,63,256,163,104,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_376.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/376/rotation_geometry_376.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/376/rotation_debug_376.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/376/rotation_centers_376.txt
378,154,241,166,266,-12,-25,89,54,241,154,89,253,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_378.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/378/rotation_geometry_378.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/378/rotation_debug_378.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/378/rotation_centers_378.txt
379,160,222,166,266,-6,-44,70,60,222,160,70,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_379.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/379/rotation_geometry_379.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/379/rotation_debug_379.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/379/rotation_centers_379.txt
382,163,240,166,266,-3,-26,88,63,240,163,88,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_382.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/382/rotation_geometry_382.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/382/rotation_debug_382.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/382/rotation_centers_382.txt
385,160,218,166,266,-6,-48,66,60,218,160,66,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_385.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/385/rotation_geometry_385.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/385/rotation_debug_385.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/385/rotation_centers_385.txt
386,163,227,166,266,-3,-39,75,63,227,163,75,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_386.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/386/rotation_geometry_386.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/386/rotation_debug_386.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/386/rotation_centers_386.txt
387,161,266,166,266,-5,0,114,61,266,161,114,260,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_387.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/387/rotation_geometry_387.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/387/rotation_debug_387.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/387/rotation_centers_387.txt
390,174,247,166,266,8,-19,95,74,247,174,95,273,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_390.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/390/rotation_geometry_390.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/390/rotation_debug_390.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/390/rotation_centers_390.txt
392,158,250,166,266,-8,-16,98,58,250,158,98,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_392.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/392/rotation_geometry_392.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/392/rotation_debug_392.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/392/rotation_centers_392.txt
400,159,218,166,266,-7,-48,66,59,218,159,66,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_400.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/400/rotation_geometry_400.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/400/rotation_debug_400.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/400/rotation_centers_400.txt
401,172,257,166,266,6,-9,105,72,257,172,105,271,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_401.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/401/rotation_geometry_401.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/401/rotation_debug_401.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/401/rotation_centers_401.txt
404,159,223,166,266,-7,-43,71,59,223,159,71,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_404.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/404/rotation_geometry_404.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/404/rotation_debug_404.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/404/rotation_centers_404.txt
405,167,235,166,266,1,-31,83,67,235,167,83,266,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_405.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/405/rotation_geometry_405.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/405/rotation_debug_405.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/405/rotation_centers_405.txt
410,163,210,166,266,-3,-56,58,63,210,163,58,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_410.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/410/rotation_geometry_410.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/410/rotation_debug_410.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/410/rotation_centers_410.txt
412,158,214,166,266,-8,-52,62,58,214,158,62,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_412.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/412/rotation_geometry_412.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/412/rotation_debug_412.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/412/rotation_centers_412.txt
413,168,207,166,266,2,-59,55,68,207,168,55,267,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_413.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/413/rotation_geometry_413.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/413/rotation_debug_413.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/413/rotation_centers_413.txt
414,166,245,166,266,0,-21,93,66,245,166,93,265,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_414.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/414/rotation_geometry_414.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/414/rotation_debug_414.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/414/rotation_centers_414.txt
1001,154,244,166,266,-12,-22,92,54,244,154,92,253,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1001.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1001/rotation_geometry_1001.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1001/rotation_debug_1001.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1001/rotation_centers_1001.txt
1002,142,236,166,266,-24,-30,84,42,236,142,84,241,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1002.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1002/rotation_geometry_1002.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1002/rotation_debug_1002.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1002/rotation_centers_1002.txt
1003,131,188,166,266,-35,-78,36,31,188,131,36,230,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1003.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1003/rotation_geometry_1003.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1003/rotation_debug_1003.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1003/rotation_centers_1003.txt
1004,157,251,166,266,-9,-15,99,57,251,157,99,256,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1004.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1004/rotation_geometry_1004.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1004/rotation_debug_1004.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1004/rotation_centers_1004.txt
1005,137,278,166,266,-29,12,126,37,278,137,126,236,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1005.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1005/rotation_geometry_1005.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1005/rotation_debug_1005.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1005/rotation_centers_1005.txt
1006,154,263,166,266,-12,-3,111,54,263,154,111,253,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1006.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1006/rotation_geometry_1006.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1006/rotation_debug_1006.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1006/rotation_centers_1006.txt
1007,156,265,166,266,-10,-1,113,56,265,156,113,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1007.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1007/rotation_geometry_1007.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1007/rotation_debug_1007.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1007/rotation_centers_1007.txt
1008,148,198,166,266,-18,-68,46,48,198,148,46,247,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1008.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1008/rotation_geometry_1008.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1008/rotation_debug_1008.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1008/rotation_centers_1008.txt
1009,153,232,166,266,-13,-34,80,53,232,153,80,252,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1009.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1009/rotation_geometry_1009.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1009/rotation_debug_1009.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1009/rotation_centers_1009.txt
1010,158,210,166,266,-8,-56,58,58,210,158,58,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1010.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1010/rotation_geometry_1010.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1010/rotation_debug_1010.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1010/rotation_centers_1010.txt
1011,156,267,166,266,-10,1,115,56,267,156,115,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1011.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1011/rotation_geometry_1011.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1011/rotation_debug_1011.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1011/rotation_centers_1011.txt
1012,144,231,166,266,-22,-35,79,44,231,144,79,243,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1012.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1012/rotation_geometry_1012.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1012/rotation_debug_1012.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1012/rotation_centers_1012.txt
1013,158,231,166,266,-8,-35,79,58,231,158,79,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1013.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1013/rotation_geometry_1013.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1013/rotation_debug_1013.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1013/rotation_centers_1013.txt
1014,138,225,166,266,-28,-41,73,38,225,138,73,237,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1014.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1014/rotation_geometry_1014.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1014/rotation_debug_1014.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1014/rotation_centers_1014.txt
1015,144,304,166,266,-22,38,152,44,304,144,152,243,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1015.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1015/rotation_geometry_1015.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1015/rotation_debug_1015.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1015/rotation_centers_1015.txt
1016,174,240,166,266,8,-26,88,74,240,174,88,273,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1016.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1016/rotation_geometry_1016.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1016/rotation_debug_1016.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1016/rotation_centers_1016.txt
1017,158,234,166,266,-8,-32,82,58,234,158,82,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1017.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1017/rotation_geometry_1017.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1017/rotation_debug_1017.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1017/rotation_centers_1017.txt
1018,153,217,166,266,-13,-49,65,53,217,153,65,252,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1018.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1018/rotation_geometry_1018.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1018/rotation_debug_1018.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1018/rotation_centers_1018.txt
1019,163,240,166,266,-3,-26,88,63,240,163,88,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1019.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1019/rotation_geometry_1019.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1019/rotation_debug_1019.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1019/rotation_centers_1019.txt
1020,156,288,166,266,-10,22,136,56,288,156,136,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1020.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1020/rotation_geometry_1020.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1020/rotation_debug_1020.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1020/rotation_centers_1020.txt
1021,154,205,166,266,-12,-61,53,54,205,154,53,253,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1021.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1021/rotation_geometry_1021.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1021/rotation_debug_1021.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1021/rotation_centers_1021.txt
1022,163,279,166,266,-3,13,127,63,279,163,127,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1022.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1022/rotation_geometry_1022.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1022/rotation_debug_1022.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1022/rotation_centers_1022.txt
1023,155,238,166,266,-11,-28,86,55,238,155,86,254,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1023.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1023/rotation_geometry_1023.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1023/rotation_debug_1023.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1023/rotation_centers_1023.txt
1024,149,235,166,266,-17,-31,83,49,235,149,83,248,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1024.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1024/rotation_geometry_1024.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1024/rotation_debug_1024.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1024/rotation_centers_1024.txt
1025,165,205,166,266,-1,-61,53,65,205,165,53,264,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1025.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1025/rotation_geometry_1025.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1025/rotation_debug_1025.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1025/rotation_centers_1025.txt
1026,172,236,166,266,6,-30,84,72,236,172,84,271,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1026.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1026/rotation_geometry_1026.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1026/rotation_debug_1026.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1026/rotation_centers_1026.txt
1027,151,242,166,266,-15,-24,90,51,242,151,90,250,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1027.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1027/rotation_geometry_1027.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1027/rotation_debug_1027.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1027/rotation_centers_1027.txt
1028,157,266,166,266,-9,0,114,57,266,157,114,256,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1028.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1028/rotation_geometry_1028.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1028/rotation_debug_1028.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1028/rotation_centers_1028.txt
1029,159,249,166,266,-7,-17,97,59,249,159,97,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1029.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1029/rotation_geometry_1029.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1029/rotation_debug_1029.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1029/rotation_centers_1029.txt
1030,152,237,166,266,-14,-29,85,52,237,152,85,251,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_1030.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1030/rotation_geometry_1030.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1030/rotation_debug_1030.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/1030/rotation_centers_1030.txt
