subject_code,target_i,target_j,template_i,template_j,di,dj,C0_x,C0_y,Cmid_x,Cmid_y,C20_x,C20_y,ray_count,shifted_curve,geometry_npz,debug_png,centers_txt
182,169,213,166,266,3,-53,61,69,213,169,61,268,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_182.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/182/rotation_geometry_182.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/182/rotation_debug_182.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/182/rotation_centers_182.txt
184,169,227,166,266,3,-39,75,69,227,169,75,268,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_184.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/184/rotation_geometry_184.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/184/rotation_debug_184.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/184/rotation_centers_184.txt
186,155,255,166,266,-11,-11,103,55,255,155,103,254,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_186.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/186/rotation_geometry_186.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/186/rotation_debug_186.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/186/rotation_centers_186.txt
187,160,228,166,266,-6,-38,76,60,228,160,76,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_187.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/187/rotation_geometry_187.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/187/rotation_debug_187.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/187/rotation_centers_187.txt
190,168,224,166,266,2,-42,72,68,224,168,72,267,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_190.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/190/rotation_geometry_190.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/190/rotation_debug_190.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/190/rotation_centers_190.txt
192,159,251,166,266,-7,-15,99,59,251,159,99,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_192.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/192/rotation_geometry_192.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/192/rotation_debug_192.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/192/rotation_centers_192.txt
194,175,224,166,266,9,-42,72,75,224,175,72,274,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_194.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/194/rotation_geometry_194.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/194/rotation_debug_194.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/194/rotation_centers_194.txt
199,161,243,166,266,-5,-23,91,61,243,161,91,260,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_199.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/199/rotation_geometry_199.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/199/rotation_debug_199.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/199/rotation_centers_199.txt
205,171,208,166,266,5,-58,56,71,208,171,56,270,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_205.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/205/rotation_geometry_205.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/205/rotation_debug_205.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/205/rotation_centers_205.txt
208,155,239,166,266,-11,-27,87,55,239,155,87,254,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_208.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/208/rotation_geometry_208.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/208/rotation_debug_208.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/208/rotation_centers_208.txt
209,166,247,166,266,0,-19,95,66,247,166,95,265,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_209.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/209/rotation_geometry_209.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/209/rotation_debug_209.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/209/rotation_centers_209.txt
210,162,238,166,266,-4,-28,86,62,238,162,86,261,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_210.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/210/rotation_geometry_210.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/210/rotation_debug_210.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/210/rotation_centers_210.txt
212,159,228,166,266,-7,-38,76,59,228,159,76,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_212.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/212/rotation_geometry_212.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/212/rotation_debug_212.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/212/rotation_centers_212.txt
214,166,170,166,266,0,-96,18,66,170,166,18,265,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_214.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/214/rotation_geometry_214.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/214/rotation_debug_214.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/214/rotation_centers_214.txt
215,156,226,166,266,-10,-40,74,56,226,156,74,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_215.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/215/rotation_geometry_215.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/215/rotation_debug_215.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/215/rotation_centers_215.txt
217,153,251,166,266,-13,-15,99,53,251,153,99,252,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_217.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/217/rotation_geometry_217.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/217/rotation_debug_217.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/217/rotation_centers_217.txt
218,153,241,166,266,-13,-25,89,53,241,153,89,252,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_218.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/218/rotation_geometry_218.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/218/rotation_debug_218.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/218/rotation_centers_218.txt
219,171,231,166,266,5,-35,79,71,231,171,79,270,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_219.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/219/rotation_geometry_219.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/219/rotation_debug_219.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/219/rotation_centers_219.txt
222,159,252,166,266,-7,-14,100,59,252,159,100,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_222.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/222/rotation_geometry_222.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/222/rotation_debug_222.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/222/rotation_centers_222.txt
224,164,258,166,266,-2,-8,106,64,258,164,106,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_224.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/224/rotation_geometry_224.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/224/rotation_debug_224.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/224/rotation_centers_224.txt
225,166,233,166,266,0,-33,81,66,233,166,81,265,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_225.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/225/rotation_geometry_225.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/225/rotation_debug_225.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/225/rotation_centers_225.txt
227,161,250,166,266,-5,-16,98,61,250,161,98,260,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_227.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/227/rotation_geometry_227.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/227/rotation_debug_227.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/227/rotation_centers_227.txt
228,168,252,166,266,2,-14,100,68,252,168,100,267,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_228.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/228/rotation_geometry_228.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/228/rotation_debug_228.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/228/rotation_centers_228.txt
233,163,223,166,266,-3,-43,71,63,223,163,71,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_233.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/233/rotation_geometry_233.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/233/rotation_debug_233.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/233/rotation_centers_233.txt
234,162,243,166,266,-4,-23,91,62,243,162,91,261,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_234.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/234/rotation_geometry_234.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/234/rotation_debug_234.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/234/rotation_centers_234.txt
235,160,222,166,266,-6,-44,70,60,222,160,70,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_235.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/235/rotation_geometry_235.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/235/rotation_debug_235.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/235/rotation_centers_235.txt
238,170,249,166,266,4,-17,97,70,249,170,97,269,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_238.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/238/rotation_geometry_238.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/238/rotation_debug_238.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/238/rotation_centers_238.txt
239,164,248,166,266,-2,-18,96,64,248,164,96,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_239.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/239/rotation_geometry_239.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/239/rotation_debug_239.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/239/rotation_centers_239.txt
240,171,235,166,266,5,-31,83,71,235,171,83,270,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_240.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/240/rotation_geometry_240.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/240/rotation_debug_240.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/240/rotation_centers_240.txt
241,155,250,166,266,-11,-16,98,55,250,155,98,254,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_241.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/241/rotation_geometry_241.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/241/rotation_debug_241.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/241/rotation_centers_241.txt
242,160,248,166,266,-6,-18,96,60,248,160,96,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_242.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/242/rotation_geometry_242.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/242/rotation_debug_242.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/242/rotation_centers_242.txt
243,155,218,166,266,-11,-48,66,55,218,155,66,254,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_243.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/243/rotation_geometry_243.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/243/rotation_debug_243.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/243/rotation_centers_243.txt
247,171,255,166,266,5,-11,103,71,255,171,103,270,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_247.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/247/rotation_geometry_247.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/247/rotation_debug_247.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/247/rotation_centers_247.txt
252,165,247,166,266,-1,-19,95,65,247,165,95,264,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_252.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/252/rotation_geometry_252.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/252/rotation_debug_252.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/252/rotation_centers_252.txt
253,158,217,166,266,-8,-49,65,58,217,158,65,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_253.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/253/rotation_geometry_253.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/253/rotation_debug_253.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/253/rotation_centers_253.txt
255,166,244,166,266,0,-22,92,66,244,166,92,265,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_255.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/255/rotation_geometry_255.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/255/rotation_debug_255.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/255/rotation_centers_255.txt
259,146,221,166,266,-20,-45,69,46,221,146,69,245,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_259.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/259/rotation_geometry_259.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/259/rotation_debug_259.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/259/rotation_centers_259.txt
260,163,218,166,266,-3,-48,66,63,218,163,66,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_260.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/260/rotation_geometry_260.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/260/rotation_debug_260.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/260/rotation_centers_260.txt
261,158,244,166,266,-8,-22,92,58,244,158,92,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_261.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/261/rotation_geometry_261.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/261/rotation_debug_261.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/261/rotation_centers_261.txt
262,156,255,166,266,-10,-11,103,56,255,156,103,255,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_262.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/262/rotation_geometry_262.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/262/rotation_debug_262.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/262/rotation_centers_262.txt
264,170,231,166,266,4,-35,79,70,231,170,79,269,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_264.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/264/rotation_geometry_264.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/264/rotation_debug_264.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/264/rotation_centers_264.txt
267,173,201,166,266,7,-65,49,73,201,173,49,272,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_267.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/267/rotation_geometry_267.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/267/rotation_debug_267.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/267/rotation_centers_267.txt
271,164,230,166,266,-2,-36,78,64,230,164,78,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_271.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/271/rotation_geometry_271.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/271/rotation_debug_271.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/271/rotation_centers_271.txt
272,169,212,166,266,3,-54,60,69,212,169,60,268,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_272.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/272/rotation_geometry_272.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/272/rotation_debug_272.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/272/rotation_centers_272.txt
274,167,237,166,266,1,-29,85,67,237,167,85,266,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_274.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/274/rotation_geometry_274.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/274/rotation_debug_274.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/274/rotation_centers_274.txt
275,179,272,166,266,13,6,120,79,272,179,120,278,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_275.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/275/rotation_geometry_275.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/275/rotation_debug_275.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/275/rotation_centers_275.txt
277,164,221,166,266,-2,-45,69,64,221,164,69,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_277.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/277/rotation_geometry_277.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/277/rotation_debug_277.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/277/rotation_centers_277.txt
278,163,209,166,266,-3,-57,57,63,209,163,57,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_278.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/278/rotation_geometry_278.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/278/rotation_debug_278.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/278/rotation_centers_278.txt
279,160,226,166,266,-6,-40,74,60,226,160,74,259,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_279.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/279/rotation_geometry_279.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/279/rotation_debug_279.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/279/rotation_centers_279.txt
281,150,251,166,266,-16,-15,99,50,251,150,99,249,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_281.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/281/rotation_geometry_281.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/281/rotation_debug_281.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/281/rotation_centers_281.txt
284,162,248,166,266,-4,-18,96,62,248,162,96,261,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_284.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/284/rotation_geometry_284.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/284/rotation_debug_284.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/284/rotation_centers_284.txt
285,164,252,166,266,-2,-14,100,64,252,164,100,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_285.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/285/rotation_geometry_285.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/285/rotation_debug_285.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/285/rotation_centers_285.txt
292,170,226,166,266,4,-40,74,70,226,170,74,269,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_292.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/292/rotation_geometry_292.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/292/rotation_debug_292.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/292/rotation_centers_292.txt
293,159,203,166,266,-7,-63,51,59,203,159,51,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_293.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/293/rotation_geometry_293.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/293/rotation_debug_293.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/293/rotation_centers_293.txt
295,158,277,166,266,-8,11,125,58,277,158,125,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_295.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/295/rotation_geometry_295.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/295/rotation_debug_295.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/295/rotation_centers_295.txt
297,165,232,166,266,-1,-34,80,65,232,165,80,264,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_297.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/297/rotation_geometry_297.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/297/rotation_debug_297.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/297/rotation_centers_297.txt
298,164,264,166,266,-2,-2,112,64,264,164,112,263,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_298.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/298/rotation_geometry_298.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/298/rotation_debug_298.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/298/rotation_centers_298.txt
300,173,235,166,266,7,-31,83,73,235,173,83,272,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_300.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/300/rotation_geometry_300.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/300/rotation_debug_300.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/300/rotation_centers_300.txt
302,161,231,166,266,-5,-35,79,61,231,161,79,260,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_302.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/302/rotation_geometry_302.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/302/rotation_debug_302.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/302/rotation_centers_302.txt
305,163,235,166,266,-3,-31,83,63,235,163,83,262,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_305.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/305/rotation_geometry_305.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/305/rotation_debug_305.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/305/rotation_centers_305.txt
308,168,234,166,266,2,-32,82,68,234,168,82,267,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_308.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/308/rotation_geometry_308.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/308/rotation_debug_308.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/308/rotation_centers_308.txt
310,167,231,166,266,1,-35,79,67,231,167,79,266,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_310.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/310/rotation_geometry_310.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/310/rotation_debug_310.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/310/rotation_centers_310.txt
311,159,221,166,266,-7,-45,69,59,221,159,69,258,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_311.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/311/rotation_geometry_311.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/311/rotation_debug_311.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/311/rotation_centers_311.txt
314,165,236,166,266,-1,-30,84,65,236,165,84,264,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_314.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/314/rotation_geometry_314.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/314/rotation_debug_314.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/314/rotation_centers_314.txt
315,162,217,166,266,-4,-49,65,62,217,162,65,261,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_315.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/315/rotation_geometry_315.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/315/rotation_debug_315.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/315/rotation_centers_315.txt
319,158,236,166,266,-8,-30,84,58,236,158,84,257,576,/home/alphayoung8/log1/nebla/simpx_renderer/shifted_curves/shifted_curve_319.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/319/rotation_geometry_319.npz,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/319/rotation_debug_319.png,/home/alphayoung8/log1/nebla/simpx_renderer/center_geometries/319/rotation_centers_319.txt
