# coordinate_system: voxel_xy_after_load_rotation_geometry_for_volume
# x = volume H-axis coordinate, y = volume W-axis coordinate
centers_shape: (21, 2)
ray_origins_shape: (311, 2)

[centers]
idx	x_H_axis	y_W_axis
0	55.000000	86.000000
1	64.955452	87.656799
2	74.920799	92.323196
3	84.896049	99.999199
4	94.881203	110.684799
5	104.876251	124.379997
6	114.881203	141.084793
7	124.896049	160.799194
8	134.920807	183.523193
9	144.955444	209.256805
10	155.000000	238.000000
11	164.855453	209.256805
12	174.720795	183.523193
13	184.596054	160.799194
14	194.481201	141.084793
15	204.376251	124.379997
16	214.281204	110.684799
17	224.196045	99.999199
18	234.120804	92.323196
19	244.055450	87.656799
20	254.000000	86.000000

[ray_origins]
idx	x_H_axis	y_W_axis	nearest_center_id	nearest_center_dist
0	55.000000	86.000000	0	0.00000000
1	55.000000	86.000000	0	0.00000000
2	55.000000	86.000000	0	0.00000000
3	55.000000	86.000000	0	0.00000000
4	55.000000	86.000000	0	0.00000000
5	55.000000	86.000000	0	0.00000000
6	55.000000	86.000000	0	0.00000000
7	55.000000	86.000000	0	0.00000000
8	55.000000	86.000000	0	0.00000000
9	55.000000	86.000000	0	0.00000000
10	55.000000	86.000000	0	0.00000000
11	55.000000	86.000000	0	0.00000000
12	55.000000	86.000000	0	0.00000000
13	55.000000	86.000000	0	0.00000000
14	55.000000	86.000000	0	0.00000000
15	55.000000	86.000000	0	0.00000000
16	55.000000	86.000000	0	0.00000000
17	55.000000	86.000000	0	0.00000000
18	55.000000	86.000000	0	0.00000000
19	55.000000	86.000000	0	0.00000000
20	55.000000	86.000000	0	0.00000000
21	55.000000	86.000000	0	0.00000000
22	55.000000	86.000000	0	0.00000000
23	55.000000	86.000000	0	0.00000000
24	55.000000	86.000000	0	0.00000000
25	55.000000	86.000000	0	0.00000000
26	55.000000	86.000000	0	0.00000000
27	55.000000	86.000000	0	0.00000000
28	55.000000	86.000000	0	0.00000000
29	55.000000	86.000000	0	0.00000000
30	55.000000	86.000000	0	0.00000000
31	55.000000	86.000000	0	0.00000000
32	55.000000	86.000000	0	0.00000000
33	64.955452	87.656799	1	0.00000000
34	64.955452	87.656799	1	0.00000000
35	64.955452	87.656799	1	0.00000000
36	64.955452	87.656799	1	0.00000000
37	64.955452	87.656799	1	0.00000000
38	64.955452	87.656799	1	0.00000000
39	64.955452	87.656799	1	0.00000000
40	64.955452	87.656799	1	0.00000000
41	64.955452	87.656799	1	0.00000000
42	64.955452	87.656799	1	0.00000000
43	64.955452	87.656799	1	0.00000000
44	64.955452	87.656799	1	0.00000000
45	64.955452	87.656799	1	0.00000000
46	64.955452	87.656799	1	0.00000000
47	64.955452	87.656799	1	0.00000000
48	64.955452	87.656799	1	0.00000000
49	64.955452	87.656799	1	0.00000000
50	64.955452	87.656799	1	0.00000000
51	64.955452	87.656799	1	0.00000000
52	64.955452	87.656799	1	0.00000000
53	64.955452	87.656799	1	0.00000000
54	64.955452	87.656799	1	0.00000000
55	64.955452	87.656799	1	0.00000000
56	64.955452	87.656799	1	0.00000000
57	64.955452	87.656799	1	0.00000000
58	64.955452	87.656799	1	0.00000000
59	64.955452	87.656799	1	0.00000000
60	64.955452	87.656799	1	0.00000000
61	64.955452	87.656799	1	0.00000000
62	64.955452	87.656799	1	0.00000000
63	64.955452	87.656799	1	0.00000000
64	64.955452	87.656799	1	0.00000000
65	64.955452	87.656799	1	0.00000000
66	74.920799	92.323196	2	0.00000000
67	74.920799	92.323196	2	0.00000000
68	74.920799	92.323196	2	0.00000000
69	74.920799	92.323196	2	0.00000000
70	74.920799	92.323196	2	0.00000000
71	74.920799	92.323196	2	0.00000000
72	74.920799	92.323196	2	0.00000000
73	74.920799	92.323196	2	0.00000000
74	74.920799	92.323196	2	0.00000000
75	74.920799	92.323196	2	0.00000000
76	74.920799	92.323196	2	0.00000000
77	74.920799	92.323196	2	0.00000000
78	74.920799	92.323196	2	0.00000000
79	74.920799	92.323196	2	0.00000000
80	74.920799	92.323196	2	0.00000000
81	74.920799	92.323196	2	0.00000000
82	74.920799	92.323196	2	0.00000000
83	74.920799	92.323196	2	0.00000000
84	74.920799	92.323196	2	0.00000000
85	74.920799	92.323196	2	0.00000000
86	74.920799	92.323196	2	0.00000000
87	74.920799	92.323196	2	0.00000000
88	84.896049	99.999199	3	0.00000000
89	84.896049	99.999199	3	0.00000000
90	84.896049	99.999199	3	0.00000000
91	84.896049	99.999199	3	0.00000000
92	84.896049	99.999199	3	0.00000000
93	84.896049	99.999199	3	0.00000000
94	84.896049	99.999199	3	0.00000000
95	84.896049	99.999199	3	0.00000000
96	84.896049	99.999199	3	0.00000000
97	84.896049	99.999199	3	0.00000000
98	84.896049	99.999199	3	0.00000000
99	84.896049	99.999199	3	0.00000000
100	84.896049	99.999199	3	0.00000000
101	84.896049	99.999199	3	0.00000000
102	84.896049	99.999199	3	0.00000000
103	84.896049	99.999199	3	0.00000000
104	84.896049	99.999199	3	0.00000000
105	94.881203	110.684799	4	0.00000000
106	94.881203	110.684799	4	0.00000000
107	94.881203	110.684799	4	0.00000000
108	94.881203	110.684799	4	0.00000000
109	94.881203	110.684799	4	0.00000000
110	94.881203	110.684799	4	0.00000000
111	94.881203	110.684799	4	0.00000000
112	94.881203	110.684799	4	0.00000000
113	94.881203	110.684799	4	0.00000000
114	94.881203	110.684799	4	0.00000000
115	94.881203	110.684799	4	0.00000000
116	94.881203	110.684799	4	0.00000000
117	94.881203	110.684799	4	0.00000000
118	104.876251	124.379997	5	0.00000000
119	104.876251	124.379997	5	0.00000000
120	104.876251	124.379997	5	0.00000000
121	104.876251	124.379997	5	0.00000000
122	104.876251	124.379997	5	0.00000000
123	104.876251	124.379997	5	0.00000000
124	104.876251	124.379997	5	0.00000000
125	104.876251	124.379997	5	0.00000000
126	104.876251	124.379997	5	0.00000000
127	104.876251	124.379997	5	0.00000000
128	114.881203	141.084793	6	0.00000000
129	114.881203	141.084793	6	0.00000000
130	114.881203	141.084793	6	0.00000000
131	114.881203	141.084793	6	0.00000000
132	114.881203	141.084793	6	0.00000000
133	114.881203	141.084793	6	0.00000000
134	114.881203	141.084793	6	0.00000000
135	114.881203	141.084793	6	0.00000000
136	124.896049	160.799194	7	0.00000000
137	124.896049	160.799194	7	0.00000000
138	124.896049	160.799194	7	0.00000000
139	124.896049	160.799194	7	0.00000000
140	134.920807	183.523193	8	0.00000000
141	134.920807	183.523193	8	0.00000000
142	134.920807	183.523193	8	0.00000000
143	144.955444	209.256805	9	0.00000000
144	144.955444	209.256805	9	0.00000000
145	144.955444	209.256805	9	0.00000000
146	155.000000	238.000000	10	0.00000000
147	155.000000	238.000000	10	0.00000000
148	155.000000	238.000000	10	0.00000000
149	155.000000	238.000000	10	0.00000000
150	155.000000	238.000000	10	0.00000000
151	155.000000	238.000000	10	0.00000000
152	155.000000	238.000000	10	0.00000000
153	155.000000	238.000000	10	0.00000000
154	155.000000	238.000000	10	0.00000000
155	155.000000	238.000000	10	0.00000000
156	155.000000	238.000000	10	0.00000000
157	164.855453	209.256805	11	0.00000000
158	164.855453	209.256805	11	0.00000000
159	164.855453	209.256805	11	0.00000000
160	174.720795	183.523193	12	0.00000000
161	174.720795	183.523193	12	0.00000000
162	174.720795	183.523193	12	0.00000000
163	184.596054	160.799194	13	0.00000000
164	184.596054	160.799194	13	0.00000000
165	184.596054	160.799194	13	0.00000000
166	184.596054	160.799194	13	0.00000000
167	184.596054	160.799194	13	0.00000000
168	184.596054	160.799194	13	0.00000000
169	184.596054	160.799194	13	0.00000000
170	194.481201	141.084793	14	0.00000000
171	194.481201	141.084793	14	0.00000000
172	194.481201	141.084793	14	0.00000000
173	194.481201	141.084793	14	0.00000000
174	194.481201	141.084793	14	0.00000000
175	194.481201	141.084793	14	0.00000000
176	194.481201	141.084793	14	0.00000000
177	194.481201	141.084793	14	0.00000000
178	204.376251	124.379997	15	0.00000000
179	204.376251	124.379997	15	0.00000000
180	204.376251	124.379997	15	0.00000000
181	204.376251	124.379997	15	0.00000000
182	204.376251	124.379997	15	0.00000000
183	204.376251	124.379997	15	0.00000000
184	204.376251	124.379997	15	0.00000000
