# coordinate_system: voxel_xy_after_load_rotation_geometry_for_volume
# x = volume H-axis coordinate, y = volume W-axis coordinate
centers_shape: (21, 2)
ray_origins_shape: (576, 2)

[centers]
idx	x_H_axis	y_W_axis
0	68.000000	100.000000
1	77.955452	101.656799
2	87.920799	106.323196
3	97.896049	113.999199
4	107.881203	124.684799
5	117.876251	138.380005
6	127.881203	155.084793
7	137.896057	174.799194
8	147.920807	197.523193
9	157.955444	223.256805
10	168.000000	252.000000
11	177.855453	223.256805
12	187.720795	197.523193
13	197.596054	174.799194
14	207.481201	155.084793
15	217.376251	138.380005
16	227.281204	124.684799
17	237.196045	113.999199
18	247.120804	106.323196
19	257.055450	101.656799
20	267.000000	100.000000

[ray_origins]
idx	x_H_axis	y_W_axis	nearest_center_id	nearest_center_dist
0	68.000000	100.000000	0	0.00000000
1	68.000000	100.000000	0	0.00000000
2	68.000000	100.000000	0	0.00000000
3	68.000000	100.000000	0	0.00000000
4	68.000000	100.000000	0	0.00000000
5	68.000000	100.000000	0	0.00000000
6	68.000000	100.000000	0	0.00000000
7	68.000000	100.000000	0	0.00000000
8	68.000000	100.000000	0	0.00000000
9	68.000000	100.000000	0	0.00000000
10	68.000000	100.000000	0	0.00000000
11	68.000000	100.000000	0	0.00000000
12	68.000000	100.000000	0	0.00000000
13	68.000000	100.000000	0	0.00000000
14	68.000000	100.000000	0	0.00000000
15	68.000000	100.000000	0	0.00000000
16	68.000000	100.000000	0	0.00000000
17	68.000000	100.000000	0	0.00000000
18	68.000000	100.000000	0	0.00000000
19	68.000000	100.000000	0	0.00000000
20	68.000000	100.000000	0	0.00000000
21	68.000000	100.000000	0	0.00000000
22	68.000000	100.000000	0	0.00000000
23	68.000000	100.000000	0	0.00000000
24	68.000000	100.000000	0	0.00000000
25	68.000000	100.000000	0	0.00000000
26	68.000000	100.000000	0	0.00000000
27	68.000000	100.000000	0	0.00000000
28	68.000000	100.000000	0	0.00000000
29	68.000000	100.000000	0	0.00000000
30	68.000000	100.000000	0	0.00000000
31	68.000000	100.000000	0	0.00000000
32	68.000000	100.000000	0	0.00000000
33	68.000000	100.000000	0	0.00000000
34	68.000000	100.000000	0	0.00000000
35	68.000000	100.000000	0	0.00000000
36	68.000000	100.000000	0	0.00000000
37	68.000000	100.000000	0	0.00000000
38	68.000000	100.000000	0	0.00000000
39	68.000000	100.000000	0	0.00000000
40	68.000000	100.000000	0	0.00000000
41	68.000000	100.000000	0	0.00000000
42	68.000000	100.000000	0	0.00000000
43	68.000000	100.000000	0	0.00000000
44	68.000000	100.000000	0	0.00000000
45	68.000000	100.000000	0	0.00000000
46	68.000000	100.000000	0	0.00000000
47	68.000000	100.000000	0	0.00000000
48	68.000000	100.000000	0	0.00000000
49	68.000000	100.000000	0	0.00000000
50	68.000000	100.000000	0	0.00000000
51	68.000000	100.000000	0	0.00000000
52	68.000000	100.000000	0	0.00000000
53	68.000000	100.000000	0	0.00000000
54	77.955452	101.656799	1	0.00000000
55	77.955452	101.656799	1	0.00000000
56	77.955452	101.656799	1	0.00000000
57	77.955452	101.656799	1	0.00000000
58	77.955452	101.656799	1	0.00000000
59	77.955452	101.656799	1	0.00000000
60	77.955452	101.656799	1	0.00000000
61	77.955452	101.656799	1	0.00000000
62	77.955452	101.656799	1	0.00000000
63	77.955452	101.656799	1	0.00000000
64	77.955452	101.656799	1	0.00000000
65	77.955452	101.656799	1	0.00000000
66	77.955452	101.656799	1	0.00000000
67	77.955452	101.656799	1	0.00000000
68	77.955452	101.656799	1	0.00000000
69	77.955452	101.656799	1	0.00000000
70	77.955452	101.656799	1	0.00000000
71	77.955452	101.656799	1	0.00000000
72	77.955452	101.656799	1	0.00000000
73	77.955452	101.656799	1	0.00000000
74	77.955452	101.656799	1	0.00000000
75	77.955452	101.656799	1	0.00000000
76	77.955452	101.656799	1	0.00000000
77	77.955452	101.656799	1	0.00000000
78	77.955452	101.656799	1	0.00000000
79	77.955452	101.656799	1	0.00000000
80	77.955452	101.656799	1	0.00000000
81	77.955452	101.656799	1	0.00000000
82	77.955452	101.656799	1	0.00000000
83	77.955452	101.656799	1	0.00000000
84	77.955452	101.656799	1	0.00000000
85	77.955452	101.656799	1	0.00000000
86	77.955452	101.656799	1	0.00000000
87	77.955452	101.656799	1	0.00000000
88	77.955452	101.656799	1	0.00000000
89	77.955452	101.656799	1	0.00000000
90	77.955452	101.656799	1	0.00000000
91	77.955452	101.656799	1	0.00000000
92	77.955452	101.656799	1	0.00000000
93	77.955452	101.656799	1	0.00000000
94	77.955452	101.656799	1	0.00000000
95	77.955452	101.656799	1	0.00000000
96	77.955452	101.656799	1	0.00000000
97	77.955452	101.656799	1	0.00000000
98	77.955452	101.656799	1	0.00000000
99	77.955452	101.656799	1	0.00000000
100	77.955452	101.656799	1	0.00000000
101	77.955452	101.656799	1	0.00000000
102	77.955452	101.656799	1	0.00000000
103	77.955452	101.656799	1	0.00000000
104	77.955452	101.656799	1	0.00000000
105	77.955452	101.656799	1	0.00000000
106	77.955452	101.656799	1	0.00000000
107	77.955452	101.656799	1	0.00000000
108	87.920799	106.323196	2	0.00000000
109	87.920799	106.323196	2	0.00000000
110	87.920799	106.323196	2	0.00000000
111	87.920799	106.323196	2	0.00000000
112	87.920799	106.323196	2	0.00000000
113	87.920799	106.323196	2	0.00000000
114	87.920799	106.323196	2	0.00000000
115	87.920799	106.323196	2	0.00000000
116	87.920799	106.323196	2	0.00000000
117	87.920799	106.323196	2	0.00000000
118	87.920799	106.323196	2	0.00000000
119	87.920799	106.323196	2	0.00000000
120	87.920799	106.323196	2	0.00000000
121	87.920799	106.323196	2	0.00000000
122	87.920799	106.323196	2	0.00000000
123	87.920799	106.323196	2	0.00000000
124	87.920799	106.323196	2	0.00000000
125	87.920799	106.323196	2	0.00000000
126	87.920799	106.323196	2	0.00000000
127	87.920799	106.323196	2	0.00000000
128	87.920799	106.323196	2	0.00000000
129	87.920799	106.323196	2	0.00000000
130	87.920799	106.323196	2	0.00000000
131	87.920799	106.323196	2	0.00000000
132	87.920799	106.323196	2	0.00000000
133	87.920799	106.323196	2	0.00000000
134	87.920799	106.323196	2	0.00000000
135	87.920799	106.323196	2	0.00000000
136	87.920799	106.323196	2	0.00000000
137	87.920799	106.323196	2	0.00000000
138	87.920799	106.323196	2	0.00000000
139	87.920799	106.323196	2	0.00000000
140	87.920799	106.323196	2	0.00000000
141	87.920799	106.323196	2	0.00000000
142	87.920799	106.323196	2	0.00000000
143	87.920799	106.323196	2	0.00000000
144	87.920799	106.323196	2	0.00000000
145	87.920799	106.323196	2	0.00000000
146	87.920799	106.323196	2	0.00000000
147	87.920799	106.323196	2	0.00000000
148	87.920799	106.323196	2	0.00000000
149	87.920799	106.323196	2	0.00000000
150	87.920799	106.323196	2	0.00000000
151	87.920799	106.323196	2	0.00000000
152	87.920799	106.323196	2	0.00000000
153	87.920799	106.323196	2	0.00000000
154	87.920799	106.323196	2	0.00000000
155	87.920799	106.323196	2	0.00000000
156	87.920799	106.323196	2	0.00000000
157	87.920799	106.323196	2	0.00000000
158	87.920799	106.323196	2	0.00000000
159	97.896049	113.999199	3	0.00000000
160	97.896049	113.999199	3	0.00000000
161	97.896049	113.999199	3	0.00000000
162	97.896049	113.999199	3	0.00000000
163	97.896049	113.999199	3	0.00000000
164	97.896049	113.999199	3	0.00000000
165	97.896049	113.999199	3	0.00000000
166	97.896049	113.999199	3	0.00000000
167	97.896049	113.999199	3	0.00000000
168	97.896049	113.999199	3	0.00000000
169	97.896049	113.999199	3	0.00000000
170	97.896049	113.999199	3	0.00000000
171	97.896049	113.999199	3	0.00000000
172	97.896049	113.999199	3	0.00000000
173	97.896049	113.999199	3	0.00000000
174	97.896049	113.999199	3	0.00000000
175	97.896049	113.999199	3	0.00000000
176	97.896049	113.999199	3	0.00000000
177	97.896049	113.999199	3	0.00000000
178	97.896049	113.999199	3	0.00000000
179	97.896049	113.999199	3	0.00000000
180	97.896049	113.999199	3	0.00000000
181	97.896049	113.999199	3	0.00000000
182	97.896049	113.999199	3	0.00000000
183	97.896049	113.999199	3	0.00000000
184	97.896049	113.999199	3	0.00000000
185	97.896049	113.999199	3	0.00000000
186	97.896049	113.999199	3	0.00000000
187	97.896049	113.999199	3	0.00000000
188	97.896049	113.999199	3	0.00000000
189	97.896049	113.999199	3	0.00000000
190	97.896049	113.999199	3	0.00000000
191	97.896049	113.999199	3	0.00000000
192	97.896049	113.999199	3	0.00000000
193	97.896049	113.999199	3	0.00000000
194	97.896049	113.999199	3	0.00000000
