# coordinate_system: voxel_xy_after_load_rotation_geometry_for_volume
# x = volume H-axis coordinate, y = volume W-axis coordinate
centers_shape: (21, 2)
ray_origins_shape: (311, 2)

[centers]
idx	x_H_axis	y_W_axis
0	46.000000	69.000000
1	55.955448	70.656799
2	65.920799	75.323196
3	75.896049	82.999199
4	85.881203	93.684799
5	95.876251	107.379997
6	105.881203	124.084801
7	115.896049	143.799194
8	125.920799	166.523193
9	135.955444	192.256805
10	146.000000	221.000000
11	155.855453	192.256805
12	165.720795	166.523193
13	175.596054	143.799194
14	185.481201	124.084801
15	195.376251	107.379997
16	205.281204	93.684799
17	215.196045	82.999199
18	225.120804	75.323196
19	235.055450	70.656799
20	245.000000	69.000000

[ray_origins]
idx	x_H_axis	y_W_axis	nearest_center_id	nearest_center_dist
0	46.000000	69.000000	0	0.00000000
1	46.000000	69.000000	0	0.00000000
2	46.000000	69.000000	0	0.00000000
3	46.000000	69.000000	0	0.00000000
4	46.000000	69.000000	0	0.00000000
5	46.000000	69.000000	0	0.00000000
6	46.000000	69.000000	0	0.00000000
7	46.000000	69.000000	0	0.00000000
8	46.000000	69.000000	0	0.00000000
9	46.000000	69.000000	0	0.00000000
10	46.000000	69.000000	0	0.00000000
11	46.000000	69.000000	0	0.00000000
12	46.000000	69.000000	0	0.00000000
13	46.000000	69.000000	0	0.00000000
14	46.000000	69.000000	0	0.00000000
15	46.000000	69.000000	0	0.00000000
16	46.000000	69.000000	0	0.00000000
17	46.000000	69.000000	0	0.00000000
18	46.000000	69.000000	0	0.00000000
19	46.000000	69.000000	0	0.00000000
20	46.000000	69.000000	0	0.00000000
21	46.000000	69.000000	0	0.00000000
22	46.000000	69.000000	0	0.00000000
23	46.000000	69.000000	0	0.00000000
24	46.000000	69.000000	0	0.00000000
25	46.000000	69.000000	0	0.00000000
26	46.000000	69.000000	0	0.00000000
27	46.000000	69.000000	0	0.00000000
28	46.000000	69.000000	0	0.00000000
29	46.000000	69.000000	0	0.00000000
30	46.000000	69.000000	0	0.00000000
31	46.000000	69.000000	0	0.00000000
32	46.000000	69.000000	0	0.00000000
33	55.955448	70.656799	1	0.00000000
34	55.955448	70.656799	1	0.00000000
35	55.955448	70.656799	1	0.00000000
36	55.955448	70.656799	1	0.00000000
37	55.955448	70.656799	1	0.00000000
38	55.955448	70.656799	1	0.00000000
39	55.955448	70.656799	1	0.00000000
40	55.955448	70.656799	1	0.00000000
41	55.955448	70.656799	1	0.00000000
42	55.955448	70.656799	1	0.00000000
43	55.955448	70.656799	1	0.00000000
44	55.955448	70.656799	1	0.00000000
45	55.955448	70.656799	1	0.00000000
46	55.955448	70.656799	1	0.00000000
47	55.955448	70.656799	1	0.00000000
48	55.955448	70.656799	1	0.00000000
49	55.955448	70.656799	1	0.00000000
50	55.955448	70.656799	1	0.00000000
51	55.955448	70.656799	1	0.00000000
52	55.955448	70.656799	1	0.00000000
53	55.955448	70.656799	1	0.00000000
54	55.955448	70.656799	1	0.00000000
55	55.955448	70.656799	1	0.00000000
56	55.955448	70.656799	1	0.00000000
57	55.955448	70.656799	1	0.00000000
58	55.955448	70.656799	1	0.00000000
59	55.955448	70.656799	1	0.00000000
60	55.955448	70.656799	1	0.00000000
61	55.955448	70.656799	1	0.00000000
