# coordinate_system: voxel_xy_after_load_rotation_geometry_for_volume
# x = volume H-axis coordinate, y = volume W-axis coordinate
centers_shape: (21, 2)
ray_origins_shape: (576, 2)

[centers]
idx	x_H_axis	y_W_axis
0	55.000000	66.000000
1	64.955452	67.656799
2	74.920799	72.323196
3	84.896049	79.999199
4	94.881203	90.684799
5	104.876251	104.379997
6	114.881203	121.084801
7	124.896049	140.799194
8	134.920807	163.523193
9	144.955444	189.256805
10	155.000000	218.000000
11	164.855453	189.256805
12	174.720795	163.523193
13	184.596054	140.799194
14	194.481201	121.084801
15	204.376251	104.379997
16	214.281204	90.684799
17	224.196045	79.999199
18	234.120804	72.323196
19	244.055450	67.656799
20	254.000000	66.000000

[ray_origins]
idx	x_H_axis	y_W_axis	nearest_center_id	nearest_center_dist
0	55.000000	66.000000	0	0.00000000
1	55.000000	66.000000	0	0.00000000
2	55.000000	66.000000	0	0.00000000
3	55.000000	66.000000	0	0.00000000
4	55.000000	66.000000	0	0.00000000
5	55.000000	66.000000	0	0.00000000
6	55.000000	66.000000	0	0.00000000
7	55.000000	66.000000	0	0.00000000
8	55.000000	66.000000	0	0.00000000
9	55.000000	66.000000	0	0.00000000
10	55.000000	66.000000	0	0.00000000
11	55.000000	66.000000	0	0.00000000
12	55.000000	66.000000	0	0.00000000
13	55.000000	66.000000	0	0.00000000
14	55.000000	66.000000	0	0.00000000
15	55.000000	66.000000	0	0.00000000
16	55.000000	66.000000	0	0.00000000
17	55.000000	66.000000	0	0.00000000
18	55.000000	66.000000	0	0.00000000
19	55.000000	66.000000	0	0.00000000
20	55.000000	66.000000	0	0.00000000
21	55.000000	66.000000	0	0.00000000
22	55.000000	66.000000	0	0.00000000
23	55.000000	66.000000	0	0.00000000
24	55.000000	66.000000	0	0.00000000
25	55.000000	66.000000	0	0.00000000
26	55.000000	66.000000	0	0.00000000
27	55.000000	66.000000	0	0.00000000
28	55.000000	66.000000	0	0.00000000
29	55.000000	66.000000	0	0.00000000
30	55.000000	66.000000	0	0.00000000
31	55.000000	66.000000	0	0.00000000
32	55.000000	66.000000	0	0.00000000
33	55.000000	66.000000	0	0.00000000
34	55.000000	66.000000	0	0.00000000
35	55.000000	66.000000	0	0.00000000
36	55.000000	66.000000	0	0.00000000
37	55.000000	66.000000	0	0.00000000
38	55.000000	66.000000	0	0.00000000
39	55.000000	66.000000	0	0.00000000
40	55.000000	66.000000	0	0.00000000
41	55.000000	66.000000	0	0.00000000
42	55.000000	66.000000	0	0.00000000
43	55.000000	66.000000	0	0.00000000
44	55.000000	66.000000	0	0.00000000
45	55.000000	66.000000	0	0.00000000
46	55.000000	66.000000	0	0.00000000
47	55.000000	66.000000	0	0.00000000
48	55.000000	66.000000	0	0.00000000
49	55.000000	66.000000	0	0.00000000
50	55.000000	66.000000	0	0.00000000
51	55.000000	66.000000	0	0.00000000
52	55.000000	66.000000	0	0.00000000
53	55.000000	66.000000	0	0.00000000
54	64.955452	67.656799	1	0.00000000
55	64.955452	67.656799	1	0.00000000
56	64.955452	67.656799	1	0.00000000
57	64.955452	67.656799	1	0.00000000
58	64.955452	67.656799	1	0.00000000
59	64.955452	67.656799	1	0.00000000
60	64.955452	67.656799	1	0.00000000
61	64.955452	67.656799	1	0.00000000
62	64.955452	67.656799	1	0.00000000
63	64.955452	67.656799	1	0.00000000
64	64.955452	67.656799	1	0.00000000
65	64.955452	67.656799	1	0.00000000
66	64.955452	67.656799	1	0.00000000
67	64.955452	67.656799	1	0.00000000
68	64.955452	67.656799	1	0.00000000
69	64.955452	67.656799	1	0.00000000
70	64.955452	67.656799	1	0.00000000
71	64.955452	67.656799	1	0.00000000
72	64.955452	67.656799	1	0.00000000
73	64.955452	67.656799	1	0.00000000
74	64.955452	67.656799	1	0.00000000
75	64.955452	67.656799	1	0.00000000
76	64.955452	67.656799	1	0.00000000
77	64.955452	67.656799	1	0.00000000
78	64.955452	67.656799	1	0.00000000
79	64.955452	67.656799	1	0.00000000
80	64.955452	67.656799	1	0.00000000
81	64.955452	67.656799	1	0.00000000
82	64.955452	67.656799	1	0.00000000
83	64.955452	67.656799	1	0.00000000
84	64.955452	67.656799	1	0.00000000
85	64.955452	67.656799	1	0.00000000
86	64.955452	67.656799	1	0.00000000
87	64.955452	67.656799	1	0.00000000
88	64.955452	67.656799	1	0.00000000
89	64.955452	67.656799	1	0.00000000
90	64.955452	67.656799	1	0.00000000
91	64.955452	67.656799	1	0.00000000
92	64.955452	67.656799	1	0.00000000
93	64.955452	67.656799	1	0.00000000
94	64.955452	67.656799	1	0.00000000
95	64.955452	67.656799	1	0.00000000
96	64.955452	67.656799	1	0.00000000
97	64.955452	67.656799	1	0.00000000
98	64.955452	67.656799	1	0.00000000
99	64.955452	67.656799	1	0.00000000
100	64.955452	67.656799	1	0.00000000
101	64.955452	67.656799	1	0.00000000
102	64.955452	67.656799	1	0.00000000
103	64.955452	67.656799	1	0.00000000
104	64.955452	67.656799	1	0.00000000
105	64.955452	67.656799	1	0.00000000
106	64.955452	67.656799	1	0.00000000
107	64.955452	67.656799	1	0.00000000
108	74.920799	72.323196	2	0.00000000
109	74.920799	72.323196	2	0.00000000
110	74.920799	72.323196	2	0.00000000
111	74.920799	72.323196	2	0.00000000
112	74.920799	72.323196	2	0.00000000
113	74.920799	72.323196	2	0.00000000
114	74.920799	72.323196	2	0.00000000
115	74.920799	72.323196	2	0.00000000
116	74.920799	72.323196	2	0.00000000
117	74.920799	72.323196	2	0.00000000
118	74.920799	72.323196	2	0.00000000
119	74.920799	72.323196	2	0.00000000
120	74.920799	72.323196	2	0.00000000
121	74.920799	72.323196	2	0.00000000
122	74.920799	72.323196	2	0.00000000
123	74.920799	72.323196	2	0.00000000
124	74.920799	72.323196	2	0.00000000
125	74.920799	72.323196	2	0.00000000
126	74.920799	72.323196	2	0.00000000
127	74.920799	72.323196	2	0.00000000
128	74.920799	72.323196	2	0.00000000
129	74.920799	72.323196	2	0.00000000
130	74.920799	72.323196	2	0.00000000
131	74.920799	72.323196	2	0.00000000
132	74.920799	72.323196	2	0.00000000
